,predictions,name,GW,team,value,position,opponent_team
1368,1.06,DeAndre Yedlin,6,Newcastle,43,DEF,20
1369,1.06,Kieran Gibbs,6,West Brom,44,DEF,3
1370,1.06,Nicolás Otamendi,6,Man City,49,DEF,19
1371,1.06,Kenny Tete,6,Fulham,44,DEF,6
1372,1.05,Pablo Marí,6,Arsenal,44,DEF,9
1373,1.05,Max Lowe,6,Sheffield Utd,44,DEF,11
1374,1.05,Calum Chambers,6,Arsenal,45,DEF,9
1375,1.05,Sokratis Papastathopoulos,6,Arsenal,49,DEF,9
1376,1.05,John Stones,6,Man City,49,DEF,19
1377,1.05,Kelland Watts,6,Newcastle,40,DEF,20
1378,1.05,Jonjoe Kenny,6,Everton,43,DEF,16
1379,1.05,Florian Lejeune,6,Newcastle,43,DEF,20
1380,1.05,Cyrus Christie,6,Fulham,43,DEF,6
1381,1.05,Mason Holgate,6,Everton,49,DEF,16
1382,1.05,Shkodran Mustafi,6,Arsenal,50,DEF,9
1383,1.05,Alfie Mawson,6,Fulham,44,DEF,6
1384,1.05,Ciaran Clark,6,Newcastle,45,DEF,20
1385,1.05,Paul Dummett,6,Newcastle,44,DEF,20
1386,1.05,Cedric Kipre,6,West Brom,44,DEF,3
1387,1.05,Sead Kolasinac,6,Arsenal,48,DEF,9
1388,1.05,Zeze Steven Sessegnon,6,Fulham,44,DEF,6
1389,1.02,Anthony Driscoll-Glennon,6,Burnley,40,DEF,17
1390,1.02,Matthew Lowton,6,Burnley,44,DEF,17
1391,1.02,Bobby Thomas,6,Burnley,40,DEF,17
1392,1.02,Ben Mee,6,Burnley,49,DEF,17
1393,1.02,Ben Gibson,6,Burnley,40,DEF,17
1394,1.0,Leif Davis,6,Leeds,40,DEF,2
1395,0.99,Jack O'Connell,6,Sheffield Utd,49,DEF,11
1396,0.98,Fernando Luiz Rosa,6,Man City,55,DEF,19
1397,0.98,Oliver Casey,6,Leeds,40,DEF,2
1398,0.98,Jayden Bogle,6,Sheffield Utd,44,DEF,11
1399,0.97,Kyle Bartley,6,West Brom,45,DEF,3
1400,0.97,Diego Llorente,6,Leeds,45,DEF,2
1401,0.97,Phil Jagielka,6,Sheffield Utd,40,DEF,11
1402,0.95,Liam Cooper,6,Leeds,44,DEF,2
1403,0.94,Denis Odoi,6,Fulham,44,DEF,6
1404,0.94,Rob Holding,6,Arsenal,45,DEF,9
1405,0.91,Eric Garcia,6,Man City,48,DEF,19
1406,0.9,Ainsley Maitland-Niles,6,Arsenal,49,DEF,9
1407,0.88,Michael Hector,6,Fulham,44,DEF,6
1408,0.8,Ethan Ampadu,6,Sheffield Utd,45,DEF,11
1409,0.76,Jimmy Dunne,6,Burnley,41,DEF,17
1410,,Craig Dawson,6,West Ham,45,DEF,12
1411,,Rayan Ait Nouri,6,Wolves,50,DEF,14
1412,,Niels Nkounkou,6,Everton,40,DEF,16
1413,,Nathaniel Phillips,6,Liverpool,40,DEF,15
1414,,Alex Nicolao Telles,6,Man Utd,55,DEF,5
1415,,Terence Kongolo,6,Fulham,45,DEF,6
1416,,Vladimir Coufal,6,West Ham,45,DEF,12
1417,,Joachim Andersen,6,Fulham,45,DEF,6
1418,,Joe Rodon,6,Spurs,50,DEF,4
1419,,Nathaniel Clyne,6,Crystal Palace,45,DEF,8
1420,,Rúben Santos Gato Alves Dias,6,Man City,55,DEF,19
1421,,Wesley Fofana,6,Leicester,50,DEF,1
1422,,Tosin Adarabioyo,6,Fulham,45,DEF,6
1423,,Ben Godfrey,6,Everton,50,DEF,16
1424,,Ola Aina,6,Fulham,45,DEF,6
1425,10.39,Mohamed Salah,6,Liverpool,123,MID,15
1426,9.08,Heung-Min Son,6,Spurs,94,MID,4
1427,9.02,Jack Grealish,6,Aston Villa,72,MID,10
1428,6.77,James Rodríguez,6,Everton,80,MID,16
1429,6.53,Bruno Miguel Borges Fernandes,6,Man Utd,105,MID,5
1430,5.99,Ross Barkley,6,Aston Villa,60,MID,10
1431,5.8,Marcus Rashford,6,Man Utd,95,MID,5
1432,5.71,Jarrod Bowen,6,West Ham,63,MID,12
1433,5.59,Jorge Luiz Frello Filho,6,Chelsea,52,MID,13
1434,5.58,Sadio Mané,6,Liverpool,120,MID,15
1435,5.37,John McGinn,6,Aston Villa,55,MID,10
1436,5.04,Diogo Jota,6,Liverpool,63,MID,15
1437,4.93,Raheem Sterling,6,Man City,116,MID,19
1438,4.9,Pablo Fornals,6,West Ham,64,MID,12
1439,4.58,Wilfried Zaha,6,Crystal Palace,72,MID,8
1440,4.43,Pedro Lomba Neto,6,Wolves,55,MID,14
1441,4.4,Yves Bissouma,6,Brighton,45,MID,18
1442,4.29,Bukayo Saka,6,Arsenal,53,MID,9
1443,4.29,Mason Mount,6,Chelsea,69,MID,13
1444,4.1,Tanguy Ndombele,6,Spurs,59,MID,4
1445,3.97,Leandro Trossard,6,Brighton,60,MID,18
1446,3.92,Solomon March,6,Brighton,50,MID,18
1447,3.86,Phil Foden,6,Man City,66,MID,19
1448,3.77,Mahmoud Ahmed Ibrahim Hassan,6,Aston Villa,54,MID,10
1449,3.77,Allan Saint-Maximin,6,Newcastle,53,MID,20
1450,3.76,Kai Havertz,6,Chelsea,84,MID,13
1451,3.64,Riyad Mahrez,6,Man City,85,MID,19
1452,3.63,Kevin De Bruyne,6,Man City,115,MID,19
1453,3.61,Tomas Soucek,6,West Ham,49,MID,12
1454,3.59,Ayoze Pérez,6,Leicester,62,MID,1
1455,3.58,Leander Dendoncker,6,Wolves,49,MID,14
1456,3.57,Pierre-Emerick Aubameyang,6,Arsenal,118,MID,9
1457,3.36,Harvey Barnes,6,Leicester,70,MID,1
1458,3.36,Jordan Henderson,6,Liverpool,54,MID,15
1459,3.23,Oriol Romeu Vidal,6,Southampton,45,MID,7
1460,3.17,Naby Keita,6,Liverpool,53,MID,15
1461,3.01,Fabio Henrique Tavares,6,Liverpool,55,MID,15
1462,2.98,Theo Walcott,6,Southampton,58,MID,7
1463,2.96,Matheus Pereira,6,West Brom,60,MID,3
1464,2.94,Juan Mata,6,Man Utd,59,MID,5
1465,2.91,Douglas Luiz Soares de Paulo,6,Aston Villa,50,MID,10
1466,2.88,Nicolas Pépé,6,Arsenal,77,MID,9
1467,2.84,Andros Townsend,6,Crystal Palace,61,MID,8
1468,2.82,Bertrand Traoré,6,Aston Villa,60,MID,10
1469,2.8,Cheikhou Kouyaté,6,Crystal Palace,50,MID,8
1470,2.79,Daniel James,6,Man Utd,63,MID,5
1471,2.78,Youri Tielemans,6,Leicester,64,MID,1
1472,2.74,Conor Hourihane,6,Aston Villa,60,MID,10
1473,2.72,Lucas Rodrigues Moura da Silva,6,Spurs,69,MID,4
1474,2.65,Giovani Lo Celso,6,Spurs,69,MID,4
1475,2.61,Daniel Castelo Podence,6,Wolves,55,MID,14
1476,2.55,Pierre-Emile Højbjerg,6,Spurs,49,MID,4
1477,2.54,Thiago Alcántara do Nascimento,6,Liverpool,60,MID,15
1478,2.52,Steven Bergwijn,6,Spurs,71,MID,4
1479,2.5,John Lundstram,6,Sheffield Utd,53,MID,11
1480,2.5,Grady Diangana,6,West Brom,55,MID,3
1481,2.48,Dwight McNeil,6,Burnley,59,MID,17
1482,2.47,Callum Hudson-Odoi,6,Chelsea,58,MID,13
1483,2.41,Ivan Ricardo Neves Abreu Cavaleiro,6,Fulham,54,MID,6
1484,2.41,Alexis Mac Allister,6,Brighton,53,MID,18
1485,2.38,Nampalys Mendy,6,Leicester,45,MID,1
1486,2.34,Ashley Westwood,6,Burnley,54,MID,17
1487,2.34,Christian Pulisic,6,Chelsea,83,MID,13
1488,2.33,James Ward-Prowse,6,Southampton,58,MID,7
1489,2.3,Willian Borges Da Silva,6,Arsenal,79,MID,9
1490,2.29,Abdoulaye Doucouré,6,Everton,54,MID,16
1491,2.28,Mateusz Klich,6,Leeds,56,MID,2
1492,2.27,Hélder Wander Sousa de Azevedo e Costa,6,Leeds,57,MID,2
1493,2.26,Tom Cairney,6,Fulham,53,MID,6
1494,2.25,James McArthur,6,Crystal Palace,54,MID,8
1495,2.23,André-Frank Zambo Anguissa,6,Fulham,45,MID,6
1496,2.22,João Filipe Iria Santos Moutinho,6,Wolves,54,MID,14
1497,2.21,Scott McTominay,6,Man Utd,49,MID,5
1498,2.21,Adama Traoré,6,Wolves,64,MID,14
1499,2.2,Jonjo Shelvey,6,Newcastle,54,MID,20
1500,2.2,Jack Harrison,6,Leeds,55,MID,2
1501,2.2,Manuel Lanzini,6,West Ham,64,MID,12
1502,2.19,Moussa Djenepo,6,Southampton,55,MID,7
1503,2.18,James Maddison,6,Leicester,70,MID,1
1504,2.16,Rodrigo Hernandez,6,Man City,54,MID,19
1505,2.16,Georginio Wijnaldum,6,Liverpool,54,MID,15
1506,2.14,Josh Brownhill,6,Burnley,50,MID,17
1507,2.11,Ruben Loftus-Cheek,6,Fulham,59,MID,6
1508,2.11,Adam Lallana,6,Brighton,63,MID,18
1509,2.08,Rúben Diogo da Silva Neves,6,Wolves,54,MID,14
1510,2.07,Takumi Minamino,6,Liverpool,61,MID,15
1511,2.07,Kalvin Phillips,6,Leeds,50,MID,2
1512,2.06,Daniel Ceballos Fernández,6,Arsenal,50,MID,9
1513,2.03,Moussa Sissoko,6,Spurs,48,MID,4
1514,2.03,Declan Rice,6,West Ham,49,MID,12
1515,2.0,Stuart Armstrong,6,Southampton,55,MID,7
1516,1.97,Jeffrey Schlupp,6,Crystal Palace,55,MID,8
1517,1.93,Sander Berge,6,Sheffield Utd,50,MID,11
1518,1.9,Jake Livermore,6,West Brom,49,MID,3
1519,1.89,Jeff Hendrick,6,Newcastle,50,MID,20
1520,1.88,Bernardo Mota Veiga de Carvalho e Silva,6,Man City,74,MID,19
1521,1.87,Conor Gallagher,6,West Brom,55,MID,3
1522,1.84,N'Golo Kanté,6,Chelsea,49,MID,13
1523,1.77,Erik Lamela,6,Spurs,59,MID,4
1524,1.76,Frederico Rodrigues de Paula Santos,6,Man Utd,53,MID,5
1525,1.74,Jairo Riedewald,6,Crystal Palace,44,MID,8
1526,1.73,Dennis Praet,6,Leicester,55,MID,1
1527,1.72,James Milner,6,Liverpool,53,MID,15
1528,1.7,Johann Berg Gudmundsson,6,Burnley,54,MID,17
1529,1.67,Paul Pogba,6,Man Utd,78,MID,5
1530,1.66,Nathan Redmond,6,Southampton,64,MID,7
1531,1.64,Isaac Hayden,6,Newcastle,49,MID,20
1532,1.62,Allan Marques Loureiro,6,Everton,54,MID,16
1533,1.57,Curtis Jones,6,Liverpool,44,MID,15
1534,1.56,Oliver Norwood,6,Sheffield Utd,48,MID,11
1535,1.55,Eberechi Eze,6,Crystal Palace,59,MID,8
1536,1.54,Mason Greenwood,6,Man Utd,73,MID,5
1537,1.52,Pascal Groß,6,Brighton,58,MID,18
1538,1.51,André Filipe Tavares Gomes,6,Everton,55,MID,16
1539,1.51,Granit Xhaka,6,Arsenal,54,MID,9
1540,1.5,Oliver Burke,6,Sheffield Utd,45,MID,11
1541,1.48,Steven Alzate,6,Brighton,45,MID,18
1542,1.47,Ian Carlo Poveda-Ocampo,6,Leeds,44,MID,2
1543,1.45,Harvey Elliott,6,Liverpool,44,MID,15
1544,1.45,Henri Lansbury,6,Aston Villa,44,MID,10
1545,1.45,Marvelous Nakamba,6,Aston Villa,44,MID,10
1546,1.44,José Ignacio Peleteiro Romallo,6,Aston Villa,59,MID,10
1547,1.44,Anwar El Ghazi,6,Aston Villa,58,MID,10
1548,1.43,Harry Wilson,6,Liverpool,52,MID,15
1549,1.43,Gylfi Sigurdsson,6,Everton,69,MID,16
1550,1.43,Xherdan Shaqiri,6,Liverpool,64,MID,15
1551,1.43,Alex Oxlade-Chamberlain,6,Liverpool,64,MID,15
1552,1.42,James McCarthy,6,Crystal Palace,45,MID,8
1553,1.41,Ferran Torres,6,Man City,69,MID,19
1554,1.39,Nemanja Matic,6,Man Utd,49,MID,5
1555,1.36,Donny van de Beek,6,Man Utd,69,MID,5
1556,1.36,Romaine Sawyers,6,West Brom,49,MID,3
1557,1.36,Gareth Bale,6,Spurs,95,MID,4
1558,1.35,Jacob Ramsey,6,Aston Villa,45,MID,10
1559,1.34,Mohamed Naser El Sayed Elneny,6,Arsenal,44,MID,9
1560,1.34,Dale Stephens,6,Burnley,44,MID,17
1561,1.3,Bamidele Alli,6,Spurs,75,MID,4
1562,1.26,Hakim Ziyech,6,Chelsea,79,MID,13
1563,1.26,Alireza Jahanbakhsh,6,Brighton,54,MID,18
1564,1.24,Pablo Hernández Domínguez,6,Leeds,58,MID,2
1565,1.24,Ilkay Gündogan,6,Man City,54,MID,19
1566,1.2,Alex Iwobi,6,Everton,59,MID,16
1567,1.19,Andriy Yarmolenko,6,West Ham,57,MID,12
1568,1.19,Ben Osborn,6,Sheffield Utd,49,MID,11
1569,1.18,Aboubakar Kamara,6,Fulham,49,MID,6
1570,1.17,Hamza Choudhury,6,Leicester,49,MID,1
1571,1.16,Luka Milivojevic,6,Crystal Palace,57,MID,8
1572,1.16,Nathan Tella,6,Southampton,45,MID,7
1573,1.16,Oliver Skipp,6,Spurs,45,MID,4
1574,1.16,Gedson Carvalho Fernandes,6,Spurs,48,MID,4
1575,1.14,Mario Lemina,6,Fulham,45,MID,6
1576,1.13,Ryan Fraser,6,Newcastle,58,MID,20
1577,1.13,Vitor Ferreira,6,Wolves,49,MID,14
1578,1.13,Cengiz Ünder,6,Leicester,60,MID,1
1579,1.11,Matt Ritchie,6,Newcastle,49,MID,20
1580,1.11,Mateo Kovacic,6,Chelsea,54,MID,13
1581,1.09,Matt Phillips,6,West Brom,52,MID,3
1582,1.09,Neeskens Kebano,6,Fulham,48,MID,6
1583,1.09,Tyler Roberts,6,Leeds,49,MID,2
1584,1.09,Robbie Brady,6,Burnley,50,MID,17
1585,1.09,Harry Winks,6,Spurs,54,MID,4
1586,1.08,Wilfred Ndidi,6,Leicester,49,MID,1
1587,1.06,Mark Noble,6,West Ham,48,MID,12
1588,1.06,Adrien Silva,6,Leicester,44,MID,1
1589,1.06,Bruno André Cavaco Jordao,6,Wolves,44,MID,14
1590,1.06,Matty James,6,Leicester,44,MID,1
1591,1.06,Robert Snodgrass,6,West Ham,58,MID,12
1592,1.06,William Smallbone,6,Southampton,45,MID,7
1593,1.05,Morgan Gibbs-White,6,Wolves,50,MID,14
1594,1.05,Max Meyer,6,Crystal Palace,48,MID,8
1595,1.05,José Izquierdo,6,Brighton,55,MID,18
1596,1.05,Felipe Anderson Pereira Gomes,6,West Ham,62,MID,12
1597,1.05,Meritan Shabani,6,Wolves,45,MID,14
1598,1.05,Josh Sims,6,Southampton,44,MID,7
1599,1.05,Sofiane Boufal,6,Southampton,54,MID,7
1600,1.05,Jayson Molumby,6,Brighton,45,MID,18
1601,1.05,Davy Pröpper,6,Brighton,49,MID,18
1602,1.05,Marc Albrighton,6,Leicester,53,MID,1
1603,1.05,Jack Wilshere,6,West Ham,49,MID,12
1604,1.05,Brandon Pierrick,6,Crystal Palace,44,MID,8
1605,1.05,Aaron Mooy,6,Brighton,50,MID,18
1606,1.05,Demarai Gray,6,Leicester,53,MID,1
1607,1.04,Kyle Edwards,6,West Brom,49,MID,3
1608,1.03,Sam Field,6,West Brom,48,MID,3
1609,1.02,John Fleck,6,Sheffield Utd,57,MID,11
1610,1.02,Billy Gilmour,6,Chelsea,45,MID,13
1611,1.02,Miguel Almirón,6,Newcastle,58,MID,20
1612,1.02,Andreas Pereira,6,Man Utd,49,MID,5
1613,1.02,James Garner,6,Man Utd,45,MID,5
1614,1.02,Jesse Lingard,6,Man Utd,59,MID,5
1615,1.01,Harrison Reed,6,Fulham,45,MID,6
1616,1.01,Mesut Özil,6,Arsenal,68,MID,9
1617,1.01,Fabian Delph,6,Everton,49,MID,16
1618,1.01,Tahith Chong,6,Man Utd,45,MID,5
1619,1.0,Bernard Anício Caldeira Duarte,6,Everton,58,MID,16
1620,1.0,Kamil Grosicki,6,West Brom,53,MID,3
1621,1.0,Jean-Philippe Gbamin,6,Everton,50,MID,16
1622,1.0,Joseph Willock,6,Arsenal,48,MID,9
1623,1.0,Stefan Johansen,6,Fulham,48,MID,6
1624,1.0,Kevin McDonald,6,Fulham,48,MID,6
1625,1.0,Josh Onomah,6,Fulham,48,MID,6
1626,1.0,Anthony Gordon,6,Everton,44,MID,16
1627,1.0,Adrián Bernabé,6,Man City,45,MID,19
1628,1.0,Reiss Nelson,6,Arsenal,52,MID,9
1629,1.0,Rekeem Harper,6,West Brom,44,MID,3
1630,1.0,Cole Palmer,6,Man City,45,MID,19
1631,1.0,Matthew Longstaff,6,Newcastle,49,MID,20
1632,1.0,Gabriel Teodoro Martinelli Silva,6,Arsenal,49,MID,9
1633,1.0,Tom Davies,6,Everton,54,MID,16
1634,1.0,Emile Smith Rowe,6,Arsenal,44,MID,9
1635,1.0,Anthony Knockaert,6,Fulham,52,MID,6
1636,1.0,Jean Michaël Seri,6,Fulham,47,MID,6
1637,1.0,Tommy Doyle,6,Man City,45,MID,19
1638,1.0,Lucas Torreira,6,Arsenal,48,MID,9
1639,1.0,Matteo Guendouzi,6,Arsenal,48,MID,9
1640,1.0,Christian Atsu,6,Newcastle,53,MID,20
1641,1.0,Sean Longstaff,6,Newcastle,48,MID,20
1642,1.0,Rolando Aarons,6,Newcastle,49,MID,20
1643,1.0,Jonathan Leko,6,West Brom,45,MID,3
1644,0.98,Mace Goodridge,6,Burnley,45,MID,17
1645,0.98,Jacob Murphy,6,Newcastle,49,MID,20
1646,0.98,Josh Benson,6,Burnley,45,MID,17
1647,0.98,Jack Cork,6,Burnley,50,MID,17
1648,0.98,Jordan Stevens,6,Leeds,44,MID,2
1649,0.97,Jay-Roy Grot,6,Leeds,48,MID,2
1650,0.97,Luke Freeman,6,Sheffield Utd,50,MID,11
1651,0.97,Mateusz Bogusz,6,Leeds,45,MID,2
1652,0.97,Adam Forshaw,6,Leeds,49,MID,2
1653,0.97,Jamie Shackleton,6,Leeds,48,MID,2
1654,,Ibrahima Diallo,6,Southampton,45,MID,7
1655,,Facundo Pellistri,6,Man Utd,55,MID,5
1656,,Owen Otasowie,6,Wolves,45,MID,14
1657,,Thomas Partey,6,Arsenal,50,MID,9
1658,,Ademola Lookman,6,Fulham,50,MID,6
1659,,Raphael Dias Belloli,6,Leeds,55,MID,2
1660,,Saïd Benrahma,6,West Ham,60,MID,12
1661,,Filip Krovinovic,6,West Brom,50,MID,3
1662,6.8,Harry Kane,6,Spurs,108,FWD,4
1663,5.28,Dominic Calvert-Lewin,6,Everton,77,FWD,16
1664,5.22,Timo Werner,6,Chelsea,93,FWD,13
1665,4.94,Ollie Watkins,6,Aston Villa,60,FWD,10
1666,4.88,Danny Ings,6,Southampton,85,FWD,7
1667,4.84,Raúl Jiménez,6,Wolves,85,FWD,14
1668,4.73,Neal Maupay,6,Brighton,66,FWD,18
1669,4.22,Callum Wilson,6,Newcastle,65,FWD,20
1670,4.21,Michail Antonio,6,West Ham,63,FWD,12
1671,4.1,Che Adams,6,Southampton,58,FWD,7
1672,4.08,Roberto Firmino,6,Liverpool,93,FWD,15
1673,4.03,Patrick Bamford,6,Leeds,58,FWD,2
1674,3.61,Aleksandar Mitrović,6,Fulham,59,FWD,6
1675,3.29,Richarlison de Andrade,6,Everton,79,FWD,16
1676,3.18,Kelechi Iheanacho,6,Leicester,57,FWD,1
1677,3.01,Rodrigo Moreno,6,Leeds,58,FWD,2
1678,2.91,Chris Wood,6,Burnley,64,FWD,17
1679,2.68,Michy Batshuayi,6,Crystal Palace,58,FWD,8
1680,2.68,Sergio Agüero,6,Man City,104,FWD,19
1681,2.58,Ashley Barnes,6,Burnley,60,FWD,17
1682,2.51,Joelinton Cássio Apolinário de Lira,6,Newcastle,58,FWD,20
1683,2.3,Jamie Vardy,6,Leicester,100,FWD,1
1684,2.28,Keinan Davis,6,Aston Villa,44,FWD,10
1685,2.25,David McGoldrick,6,Sheffield Utd,53,FWD,11
1686,2.22,Oliver McBurnie,6,Sheffield Utd,57,FWD,11
1687,1.98,Divock Origi,6,Liverpool,53,FWD,15
1688,1.98,Indiana Vassilev,6,Aston Villa,44,FWD,10
1689,1.97,Tammy Abraham,6,Chelsea,73,FWD,13
1690,1.96,Wesley Moraes,6,Aston Villa,60,FWD,10
1691,1.96,Mbwana Samatta,6,Aston Villa,59,FWD,10
1692,1.69,Jordan Ayew,6,Crystal Palace,58,FWD,8
1693,1.67,Aaron Connolly,6,Brighton,55,FWD,18
1694,1.6,Shane Long,6,Southampton,53,FWD,7
1695,1.56,Christian Benteke,6,Crystal Palace,55,FWD,8
1696,1.52,Fabio Silva,6,Wolves,53,FWD,14
1697,1.5,Connor Wickham,6,Crystal Palace,45,FWD,8
1698,1.49,Leonardo Campana,6,Wolves,49,FWD,14
1699,1.48,Florin Andone,6,Brighton,48,FWD,18
1700,1.48,Glenn Murray,6,Brighton,49,FWD,18
1701,1.48,Léo Bonatini,6,Wolves,49,FWD,14
1702,1.47,Jordan Hugill,6,West Ham,55,FWD,12
1703,1.47,Albian Ajeti,6,West Ham,55,FWD,12
1704,1.45,Anthony Martial,6,Man Utd,88,FWD,5
1705,1.45,Alexandre Lacazette,6,Arsenal,85,FWD,9
1706,1.44,Michael Obafemi,6,Southampton,48,FWD,7
1707,1.42,Sébastien Haller,6,West Ham,62,FWD,12
1708,1.32,Bobby Decordova-Reid,6,Fulham,54,FWD,6
1709,1.31,Callum Robinson,6,West Brom,55,FWD,3
1710,1.26,Edward Nketiah,6,Arsenal,57,FWD,9
1711,1.23,Odion Ighalo,6,Man Utd,63,FWD,5
1712,1.22,Rhian Brewster,6,Sheffield Utd,45,FWD,11
1713,1.18,Olivier Giroud,6,Chelsea,67,FWD,13
1714,1.13,Billy Sharp,6,Sheffield Utd,58,FWD,11
1715,1.11,Liam Delap,6,Man City,45,FWD,19
1716,1.04,Matej Vydra,6,Burnley,50,FWD,17
1717,0.99,Andy Carroll,6,Newcastle,54,FWD,20
1718,0.99,Gabriel Fernando de Jesus,6,Man City,93,FWD,19
1719,0.97,Charlie Austin,6,West Brom,52,FWD,3
1720,0.97,Yoshinori Muto,6,Newcastle,48,FWD,20
1721,0.97,Moise Kean,6,Everton,58,FWD,16
1722,0.96,Kenneth Zohore,6,West Brom,49,FWD,3
1723,0.96,Cenk Tosun,6,Everton,60,FWD,16
1724,0.96,Dwight Gayle,6,Newcastle,59,FWD,20
1725,0.95,Hal Robson-Kanu,6,West Brom,53,FWD,3
1726,0.93,Jay Rodriguez,6,Burnley,59,FWD,17
1727,0.74,Lys Mousset,6,Sheffield Utd,58,FWD,11
1728,,Danny Welbeck,6,Brighton,55,FWD,18
1729,,Andi Zeqiri,6,Brighton,50,FWD,18
1730,,Carlos Vinicius Alves Morais,6,Spurs,70,FWD,4
1731,,Edinson Cavani,6,Man Utd,80,FWD,5
1732,,Daniel N'Lundulu,6,Southampton,45,FWD,7
1733,,Karlan Grant,6,West Brom,60,FWD,3
1734,,Islam Slimani,6,Leicester,50,FWD,1
1735,3.97,Kasper Schmeichel,7,Leicester,55,GK,10
1736,3.89,Hugo Lloris,7,Spurs,55,GK,3
1737,3.7,Emiliano Martínez,7,Aston Villa,48,GK,16
1738,3.44,Jordan Pickford,7,Everton,50,GK,14
1739,3.39,David de Gea,7,Man Utd,54,GK,1
1740,3.22,Nick Pope,7,Burnley,54,GK,5
1741,3.17,Illan Meslier,7,Leeds,45,GK,9
1742,3.11,Vicente Guaita,7,Crystal Palace,50,GK,20
1743,3.05,Alex McCarthy,7,Southampton,45,GK,2
1744,2.93,Mathew Ryan,7,Brighton,45,GK,17
1745,2.91,Bernd Leno,7,Arsenal,50,GK,13
1746,2.84,Alphonse Areola,7,Fulham,45,GK,18
1747,2.76,Karl Darlow,7,Newcastle,50,GK,7
1748,2.76,Rui Pedro dos Santos Patrício,7,Wolves,55,GK,6
1749,2.67,Alisson Ramses Becker,7,Liverpool,59,GK,19
1750,2.62,Edouard Mendy,7,Chelsea,50,GK,4
1751,2.61,Lukasz Fabianski,7,West Ham,50,GK,11
1752,2.57,Sam Johnstone,7,West Brom,45,GK,8
1753,2.55,Aaron Ramsdale,7,Sheffield Utd,49,GK,12
1754,2.38,Ederson Santana de Moraes,7,Man City,60,GK,15
1755,1.48,Ørjan Nyland,7,Aston Villa,40,GK,16
1756,1.46,Joe Hart,7,Spurs,44,GK,3
1757,1.45,Paulo Gazzaniga,7,Spurs,44,GK,3
1758,1.3,Kepa Arrizabalaga,7,Chelsea,48,GK,4
1759,1.29,Danny Ward,7,Leicester,44,GK,10
1760,1.29,Caoimhin Kelleher,7,Liverpool,45,GK,19
1761,1.28,Jed Steer,7,Aston Villa,40,GK,16
1762,1.24,Dean Henderson,7,Man Utd,53,GK,1
1763,1.22,Fabricio Agosto Ramírez,7,Fulham,40,GK,18
1764,1.21,Marek Rodák,7,Fulham,44,GK,18
1765,1.2,Marcus Bettinelli,7,Fulham,44,GK,18
1766,1.2,Tom Heaton,7,Aston Villa,45,GK,16
1767,1.2,Sergio Romero,7,Man Utd,49,GK,1
1768,1.2,Willy Caballero,7,Chelsea,48,GK,4
1769,1.12,Wayne Hennessey,7,Crystal Palace,44,GK,20
1770,1.11,Wes Foderingham,7,Sheffield Utd,44,GK,12
1771,1.11,Simon Moore,7,Sheffield Utd,44,GK,12
1772,1.11,John Ruddy,7,Wolves,44,GK,6
1773,1.11,Adrián San Miguel del Castillo,7,Liverpool,45,GK,19
1774,1.11,Zack Steffen,7,Man City,45,GK,15
1775,1.11,Jonas Lössl,7,Everton,44,GK,14
1776,1.11,Martin Dubravka,7,Newcastle,49,GK,7
1777,1.11,Mark Gillespie,7,Newcastle,44,GK,7
1778,1.11,João Virgínia,7,Everton,44,GK,14
1779,1.11,Matija Sarkic,7,Wolves,45,GK,6
1780,1.11,Claudio Bravo,7,Man City,45,GK,15
1781,1.06,David Button,7,West Brom,40,GK,8
1782,1.04,Fraser Forster,7,Southampton,40,GK,2
1783,1.03,Bailey Peacock-Farrell,7,Burnley,40,GK,5
1784,1.02,Matt Macey,7,Arsenal,40,GK,13
1785,1.02,Angus Gunn,7,Southampton,44,GK,2
1786,1.02,Rúnar Alex Rúnarsson,7,Arsenal,45,GK,13
1787,0.98,David Martin,7,West Ham,40,GK,11
1788,0.95,Kamil Miazek,7,Leeds,40,GK,9
1789,0.94,Francisco Casilla Cortés,7,Leeds,43,GK,9
1790,0.93,Darren Randolph,7,West Ham,44,GK,11
1791,0.93,Elia Caprile,7,Leeds,40,GK,9
1792,0.92,Roberto Jimenez Gago,7,West Ham,45,GK,11
1793,0.76,Christian Walton,7,Brighton,40,GK,17
1794,0.76,Jason Steele,7,Brighton,40,GK,17
1795,,Jack Butland,7,Crystal Palace,45,GK,20
1796,,Robin Olsen,7,Everton,45,GK,14
1797,,James Trafford,7,Man City,40,GK,15
1798,,Michael Verrips,7,Sheffield Utd,40,GK,12
1799,,Stephen Henderson,7,Crystal Palace,40,GK,20
1800,,Robert Sánchez,7,Brighton,45,GK,17
1801,,Karlo Ziger,7,Chelsea,40,GK,4
1802,,Will Norris,7,Burnley,40,GK,5
1803,6.39,Trent Alexander-Arnold,7,Liverpool,74,DEF,19
1804,4.95,Timothy Castagne,7,Leicester,58,DEF,10
1805,4.61,Matt Doherty,7,Spurs,58,DEF,3
1806,4.61,Benjamin Chilwell,7,Chelsea,58,DEF,4
1807,4.55,Andrew Robertson,7,Liverpool,71,DEF,19
1808,4.46,Ben Davies,7,Spurs,48,DEF,3
1809,4.23,Toby Alderweireld,7,Spurs,54,DEF,3
1810,4.13,James Justin,7,Leicester,48,DEF,10
1811,4.01,Eric Dier,7,Spurs,49,DEF,3
1812,3.96,Antonee Robinson,7,Fulham,44,DEF,18
